Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time
83,KSC,Crew-1,"~12,500 kg",LEO,,"Success
",,Success,18 March 2020,12:16
84,VAFB,Sentinel-6 Michael Freilich (Jason-CS A),"1,192 kg",LEO,,"Success
",,Success,22 April 2020,19:30
85,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,30 May 2020,19:22
86,KSC,SpaceX CRS-21,"2,972 kg",LEO,,"Success
",,Failure,4 June 2020,01:25
87,CCSFS,SXM-7,"7,000 kg",GTO,,Success,,Failure,13 June 2020,09:21
88,KSC,NROL-108,C,LEO,,Success,,"No attempt
",30 June 2020,20:10:46
89,CCSFS,Türksat 5A,"3,500 kg",GTO,,"Success
",,No attempt,20 July 2020,21:30
90,KSC,Starlink,"15,600 kg",LEO,,"Success
",,"No attempt
",7 August 2020,05:12
91,CCSFS,Transporter-1,"~5,000 kg",SSO,,Success,,Uncontrolled,18 August 2020,14:31
92,CCSFS,Starlink,0,LEO,,Success,,No attempt,30 August 2020,23:18
93,CCSFS,Starlink,0,LEO,,Success,,No attempt,3 September 2020,12:46:14
94,KSC,Starlink,525 kg,LEO,,"Success
",,Controlled,6 October 2020,11:29:34
95,CCSFS,Starlink,"4,700 kg",LEO,,Success,,Controlled,18 October 2020,12:25:57
96,KSC,Starlink,"4,877 kg",LEO,,Success,,No attempt,24 October 2020,15:31:34
97,CCSFS,Starlink,500 kg,Polar orbit,,Success,,"No attempt
",5 November 2020,23:24:23
98,CCSFS,Starlink,"3,170 kg",GTO,,Success,,Uncontrolled,16 November 2020,00:27
99,KSC,Crew-2,"3,325 kg",GTO,,Success,,Failure ,21 November 2020,17:17:08
100,CCSFS,Starlink,"2,296 kg",LEO,,"Success
",,Controlled,25 November 2020,02:13
101,KSC,Starlink,"1,316 kg",LEO,,"Success
",,No attempt,6 December 2020,16:17:08
102,CCSFS,Starlink,"4,535 kg",GTO,,"Success
",,Failure,13 December 2020,17:30:00
103,KSC,Starlink,"4,428 kg",GTO,,"Success
",,No attempt,19 December 2020,14:00:00
104,CCSFS,Starlink,"2,216 kg",LEO,,Failure,,Precluded,8 January 2021,02:15
105,KSC,SpaceX CRS-22,"2,395 kg",LEO,,"Success
",,Success,20 January 2021,13:02
106,CCSFS,SXM-8,570 kg,HEO,,"Success
",,Failure,24 January 2021,15:00
107,CCAFS,Dragon Spacecraft Qualification Unit,"4,159 kg",GTO,,"Success
",,Failure,4 February 2021,06:19
108,CCAFS,Dragon,"1,898 kg",LEO,,Success,,Success,16 February 2021,03:59:37
109,CCAFS,Dragon,"4,707 kg",GTO,,"Success
",,Success,4 March 2021,08:24
110,CCAFS,SpaceX CRS-1,"1,952 kg",LEO,,"Success
",,Success,11 March 2021,08:13:29
111,CCAFS,SpaceX CRS-2,"2,034 kg",LEO,,"Success
",,Failure,14 March 2021,10:01
112,VAFB,CASSIOPE,553 kg,LEO,,"Success
",,Success,24 March 2021,08:28
113,CCAFS,SES-8,"5,271 kg",GTO,,"Success
",,Success,7 April 2021,16:34
114,CCAFS,Thaicom 6,"3,136 kg",LEO,,"Success
",,Success,23 April 2021,9:49
115,Cape Canaveral,SpaceX CRS-3,"4,696 kg",GTO,,"Success
",,Success,29 April 2021,03:44
116,Cape Canaveral,Orbcomm-OG2,"3,100 kg",GTO,,"Success
",,No attempt,4 May 2021,19:01
117,Cape Canaveral,AsiaSat 8,"3,600 kg",GTO,,Success,,Success,9 May 2021,06:42
118,Cape Canaveral,AsiaSat 6,"2,257 kg",LEO,,"Success
",,Success,15 May 2021,22:56
119,Cape Canaveral,SpaceX CRS-4,"4,600 kg",GTO,,"Success
",,No attempt,26 May 2021,18:59
120,Cape Canaveral,SpaceX CRS-5,"9,600 kg",Polar,,"Success
",,Success,3 June 2021,17:29
121,Cape Canaveral,DSCOVR,"2,490 kg",LEO,,"Success
",,Success,6 June 2021,04:26
1,Cape Canaveral,ABS-3A,"5,600 kg",GTO,,"Success
",,Success,4 June 2010,18:45
2,Cape Canaveral,SpaceX CRS-6,"5,300 kg",GTO,,"Success
",,No attempt,8 December 2010,15:43
3,Cape Canaveral,TürkmenÄlem 52°E / MonacoSAT,C,LEO,,"Success
",,Success,22 May 2012,07:44
4,Cape Canaveral,SpaceX CRS-7,"6,070 kg",GTO,,"Success
",,Success,8 October 2012,00:35
5,Cape Canaveral,Orbcomm-OG2,"2,708 kg",LEO,,"Success
",,Success,1 March 2013,15:10
6,VAFB,Jason-3,"3,669 kg",GTO,,"Success
",,Success,29 September 2013,16:00
7,Cape Canaveral,SES-9,"9,600 kg",LEO,,"Success
",,Success,3 December 2013,22:41
8,Cape Canaveral,SpaceX CRS-8,"6,761 kg",GTO,,"Success
",,Success,6 January 2014,22:06
9,Cape Canaveral,JCSAT-14,"3,310 kg",LEO,,"Success
",,Success,18 April 2014,19:25
10,Cape Canaveral,Thaicom 8,475 kg,SSO,,Success,,Controlled,14 July 2014,15:15
11,Cape Canaveral,ABS-2A,"4,990 kg",LEO,,Success,,Success,5 August 2014,08:00
12,Cape Canaveral,SpaceX CRS-9,"9,600 kg",Polar,,Success,,Controlled,7 September 2014,05:00
13,Cape Canaveral,JCSAT-16,"5,200 kg",GTO,,Success,,No attempt,21 September 2014,05:52
14,VAFB,Iridium NEXT,"3,500 kg",GTO,,Success,,No attempt,10 January 2015,09:47
15,KSC,SpaceX CRS-10,"2,205 kg",LEO,,Success,,No attempt,11 February 2015,23:03
16,KSC,EchoStar 23,"9,600 kg",Polar,,Success,,No attempt,2 March 2015,03:50
17,KSC,SES-10,C,LEO,,Success,,Success,14 April 2015,20:10
18,KSC,NROL-76,"4,230 kg",GTO,,Success,,Success,27 April 2015,23:03
19,KSC,Inmarsat-5 F4,"2,150 kg",SSO,,Success,,No attempt,28 June 2015,14:21
20,KSC,SpaceX CRS-11,"6,092 kg",GTO,,Success,,No attempt,22 December 2015,01:29
21,KSC,BulgariaSat-1,"9,600 kg",Polar,,Success,,No attempt,17 January 2016,18:42
22,VAFB,Iridium NEXT,"2,647 kg",LEO,,Success,,Success,4 March 2016,23:35
23,KSC,Intelsat 35e,362 kg,HEO,,Success,,Success,8 April 2016,20:43
24,KSC,SpaceX CRS-12,"3,600 kg",GTO,,Success,,Success,6 May 2016,05:21
25,VAFB,Formosat-5,"6,460 kg",Polar,,Success,,Success,27 May 2016,21:39
26,KSC,Boeing X-37B,"5,384 kg",GTO,,Success,,Success,15 June 2016,14:29
27,VAFB,Iridium NEXT,"2,697 kg",LEO,,Success,,Success,18 July 2016,04:45
28,KSC,SES-11,"7,075 kg",GTO,,Success,,Success,14 August 2016,05:26
29,KSC,Koreasat 5A,"9,600 kg",Polar,,"Success
",,Failure,14 January 2017,17:54
30,Cape Canaveral,SpaceX CRS-13,"5,800 kg",GTO,,Success,,No attempt,19 February 2017,14:39
31,VAFB,Iridium NEXT,"7,060 kg",GTO,,"Success
",,Success,16 March 2017,06:00
32,CCAFS,Zuma,"3,000 kg",SSO,,"Success
",,Success,30 March 2017,22:27
33,CCAFS,GovSat-1,"5,300 kg",GTO,,"Success
",,Success,1 May 2017,11:15
34,VAFB,Paz,"~4,000 kg",SSO,,"Success
",,Success,15 May 2017,23:21
35,CCAFS,Hispasat 30W-6,"2,500 kg",LEO,,"Success
",,Success,3 June 2017,21:07
36,VAFB,Iridium NEXT,"4,400 kg",MEO,,"Success
",,Success,23 June 2017,19:10
37,CCAFS,SpaceX CRS-14,"9,600 kg",Polar,,"Success
",,Success,25 June 2017,20:25
38,CCAFS,Transiting Exoplanet Survey Satellite,"4,850 kg",GTO,,"Success
",,No attempt,5 July 2017,23:38
39,KSC,Bangabandhu-1,"12,055 kg",LEO,,"Success
",,Success,14 August 2017,16:31
40,VAFB,Iridium NEXT,"2,495 kg",LEO,,"Success
",,Success,24 August 2017,18:51
41,CCAFS,SES-12,"13,620 kg",LEO,,"Success
",,Success,7 September 2017,14:00
42,CCAFS,SpaceX CRS-15,"4,200 kg",SSO,,"Success
",,Success,9 October 2017,12:37
43,CCAFS,Telstar 19V,"2,268 kg",LEO,,"Success
",,"No attempt
",11 October 2017,22:53:00
44,VAFB,Iridium NEXT,"6,500 kg",GTO,,"Success
",,Success,30 October 2017,19:34
45,CCAFS,Merah Putih,"15,600 kg",LEO,,"Success
",,Failure,15 December 2017,15:36
46,CCAFS,Telstar 18V,"2,617 kg",LEO,,"Success
",,Success,23 December 2017,01:27
47,VAFB,SAOCOM 1A,"6,956 kg",GTO,,"Success
",,Failure,8 January 2018,01:00
48,KSC,Es'hail 2,"15,600 kg",LEO,,"Success
",,Success,31 January 2018,21:25
49,VAFB,SSO-A,"12,050 kg",Sub-orbital,,"Success
",,Success,22 February 2018,14:17
50,CCAFS,SpaceX CRS-16,"15,600 kg",LEO,,"Success
",,Success,6 March 2018,05:33
51,CCAFS,GPS III,"15,600 kg",LEO,,"Success
",,Success,30 March 2018,14:14
52,VAFB,Iridium NEXT,"1,977 kg",LEO,,"Success
",,Success,2 April 2018,20:30
53,CCAFS,Nusantara Satu,"15,600 kg",LEO,,"Success
",,Success,18 April 2018,22:51
54,KSC,Crew Dragon Demo-1,"15,600 kg",LEO,,"Success
",,Success,11 May 2018,20:14
55,CCAFS,SpaceX CRS-17,"12,530 kg",LEO,,"Success
",,Success,22 May 2018,19:47
56,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,4 June 2018,04:45
57,VAFB,RADARSAT Constellation,"15,410 kg",LEO,,"Success
",,Success,29 June 2018,09:42
58,CCAFS,SpaceX CRS-18,"4,311 kg",MEO,,"Success
",,Success,22 July 2018,05:50
59,CCAFS,AMOS-17,"5,000–6,000 kg",GTO,,"Success
",,Success,25 July 2018,11:39
60,CCAFS,Starlink,"14,932 kg",LEO,,"Success
",,Success,7 August 2018,05:18
61,CCAFS,SpaceX CRS-19,"~15,440 kg",LEO,,"Success
",,Success,10 September 2018,04:45
62,CCAFS,JCSat-18,"3,130 kg",SSO,,"Success
",,Success,8 October 2018,02:22
63,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,15 November 2018,20:46
64,KSC,Crew Dragon in-flight abort test,"15,600 kg",LEO,,"Success
",,Success,3 December 2018,18:34:05
65,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,5 December 2018,18:16
66,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,23 December 2018,13:51
67,CCAFS,SpaceX CRS-20,"4,311 kg",MEO,,"Success
",,Success,11 January 2019,15:31
68,KSC,Starlink,"~12,500 kg",LEO,,"Success
",,Success,22 February 2019,01:45
69,KSC,Starlink,"1,192 kg",LEO,,"Success
",,Success,2 March 2019,07:49
70,KSC,Crew Dragon Demo-2,"15,600 kg",LEO,,"Success
",,Failure,4 May 2019,06:48
71,CCAFS,Starlink,"2,972 kg",LEO,,Success,,Failure,24 May 2019,02:30
72,CCAFS,Starlink,"7,000 kg",GTO,,Success,,"No attempt
",12 June 2019,14:17
73,CCAFS,GPS III,C,LEO,,"Success
",,No attempt,25 July 2019,22:01
74,CCAFS,ANASIS-II,"3,500 kg",GTO,,"Success
",,"No attempt
",6 August 2019,23:23
75,KSC,Starlink,"15,600 kg",LEO,,Success,,Uncontrolled,11 November 2019,14:56
76,CCAFS,Starlink,"~5,000 kg",SSO,,Success,,No attempt,5 December 2019,17:29
77,CCAFS,SAOCOM 1B,0,LEO,,Success,,No attempt,17 December 2019,00:10
78,KSC,Starlink,0,LEO,,"Success
",,Controlled,7 January 2020,02:19:21
79,KSC,Starlink,525 kg,LEO,,Success,,Controlled,19 January 2020,15:30
80,KSC,Starlink,"4,700 kg",LEO,,Success,,No attempt,29 January 2020,14:07
81,CCAFS,Starlink,"4,877 kg",LEO,,Success,,"No attempt
",17 February 2020,15:05
82,CCAFS,GPS III,500 kg,Polar orbit,,Success,,Uncontrolled,7 March 2020,04:50
83,KSC,Crew-1,"3,170 kg",GTO,,Success,,Failure ,18 March 2020,12:16
84,VAFB,Sentinel-6 Michael Freilich (Jason-CS A),"3,325 kg",GTO,,"Success
",,Controlled,22 April 2020,19:30
85,CCAFS,Starlink,"2,296 kg",LEO,,"Success
",,No attempt,30 May 2020,19:22
86,KSC,SpaceX CRS-21,"1,316 kg",LEO,,"Success
",,Failure,4 June 2020,01:25
87,CCSFS,SXM-7,"4,535 kg",GTO,,"Success
",,No attempt,13 June 2020,09:21
88,KSC,NROL-108,"4,428 kg",GTO,,Failure,,Precluded,30 June 2020,20:10:46
89,CCSFS,Türksat 5A,"2,216 kg",LEO,,"Success
",,Success,20 July 2020,21:30
90,KSC,Starlink,"2,395 kg",LEO,,"Success
",,Failure,7 August 2020,05:12
91,CCSFS,Transporter-1,570 kg,HEO,,"Success
",,Failure,18 August 2020,14:31
92,CCSFS,Dragon Spacecraft Qualification Unit,"4,159 kg",GTO,,Success,,Success,30 August 2020,23:18
93,CCSFS,Dragon,"1,898 kg",LEO,,"Success
",,Success,3 September 2020,12:46:14
94,KSC,Dragon,"4,707 kg",GTO,,"Success
",,Success,6 October 2020,11:29:34
95,CCSFS,SpaceX CRS-1,"1,952 kg",LEO,,"Success
",,Failure,18 October 2020,12:25:57
96,KSC,SpaceX CRS-2,"2,034 kg",LEO,,"Success
",,Success,24 October 2020,15:31:34
97,CCSFS,CASSIOPE,553 kg,LEO,,"Success
",,Success,5 November 2020,23:24:23
98,CCSFS,SES-8,"5,271 kg",GTO,,"Success
",,Success,16 November 2020,00:27
99,KSC,Thaicom 6,"3,136 kg",LEO,,"Success
",,Success,21 November 2020,17:17:08
100,CCSFS,SpaceX CRS-3,"4,696 kg",GTO,,"Success
",,No attempt,25 November 2020,02:13
101,KSC,Orbcomm-OG2,"3,100 kg",GTO,,Success,,Success,6 December 2020,16:17:08
102,CCSFS,AsiaSat 8,"3,600 kg",GTO,,"Success
",,Success,13 December 2020,17:30:00
103,KSC,AsiaSat 6,"2,257 kg",LEO,,"Success
",,No attempt,19 December 2020,14:00:00
104,CCSFS,SpaceX CRS-4,"4,600 kg",GTO,,"Success
",,Success,8 January 2021,02:15
105,KSC,SpaceX CRS-5,"9,600 kg",Polar,,"Success
",,Success,20 January 2021,13:02
106,CCSFS,DSCOVR,"2,490 kg",LEO,,"Success
",,Success,24 January 2021,15:00
107,CCAFS,ABS-3A,"5,600 kg",GTO,,"Success
",,No attempt,4 February 2021,06:19
108,CCAFS,SpaceX CRS-6,"5,300 kg",GTO,,"Success
",,Success,16 February 2021,03:59:37
109,CCAFS,TürkmenÄlem 52°E / MonacoSAT,C,LEO,,"Success
",,Success,4 March 2021,08:24
110,CCAFS,SpaceX CRS-7,"6,070 kg",GTO,,"Success
",,Success,11 March 2021,08:13:29
111,CCAFS,Orbcomm-OG2,"2,708 kg",LEO,,"Success
",,Success,14 March 2021,10:01
112,VAFB,Jason-3,"3,669 kg",GTO,,"Success
",,Success,24 March 2021,08:28
113,CCAFS,SES-9,"9,600 kg",LEO,,"Success
",,Success,7 April 2021,16:34
114,CCAFS,SpaceX CRS-8,"6,761 kg",GTO,,"Success
",,Success,23 April 2021,9:49
115,Cape Canaveral,JCSAT-14,"3,310 kg",LEO,,Success,,Controlled,29 April 2021,03:44
116,Cape Canaveral,Thaicom 8,475 kg,SSO,,Success,,Success,4 May 2021,19:01
117,Cape Canaveral,ABS-2A,"4,990 kg",LEO,,Success,,Controlled,9 May 2021,06:42
118,Cape Canaveral,SpaceX CRS-9,"9,600 kg",Polar,,Success,,No attempt,15 May 2021,22:56
119,Cape Canaveral,JCSAT-16,"5,200 kg",GTO,,Success,,No attempt,26 May 2021,18:59
120,Cape Canaveral,Iridium NEXT,"3,500 kg",GTO,,Success,,No attempt,3 June 2021,17:29
121,Cape Canaveral,SpaceX CRS-10,"2,205 kg",LEO,,Success,,No attempt,6 June 2021,04:26
1,Cape Canaveral,EchoStar 23,"9,600 kg",Polar,,Success,,Success,4 June 2010,18:45
2,Cape Canaveral,SES-10,C,LEO,,Success,,Success,8 December 2010,15:43
3,Cape Canaveral,NROL-76,"4,230 kg",GTO,,Success,,No attempt,22 May 2012,07:44
4,Cape Canaveral,Inmarsat-5 F4,"2,150 kg",SSO,,Success,,No attempt,8 October 2012,00:35
5,Cape Canaveral,SpaceX CRS-11,"6,092 kg",GTO,,Success,,No attempt,1 March 2013,15:10
6,VAFB,BulgariaSat-1,"9,600 kg",Polar,,Success,,Success,29 September 2013,16:00
7,Cape Canaveral,Iridium NEXT,"2,647 kg",LEO,,Success,,Success,3 December 2013,22:41
8,Cape Canaveral,Intelsat 35e,362 kg,HEO,,Success,,Success,6 January 2014,22:06
9,Cape Canaveral,SpaceX CRS-12,"3,600 kg",GTO,,Success,,Success,18 April 2014,19:25
10,Cape Canaveral,Formosat-5,"6,460 kg",Polar,,Success,,Success,14 July 2014,15:15
11,Cape Canaveral,Boeing X-37B,"5,384 kg",GTO,,Success,,Success,5 August 2014,08:00
12,Cape Canaveral,Iridium NEXT,"2,697 kg",LEO,,Success,,Success,7 September 2014,05:00
13,Cape Canaveral,SES-11,"7,075 kg",GTO,,"Success
",,Failure,21 September 2014,05:52
14,VAFB,Koreasat 5A,"9,600 kg",Polar,,Success,,No attempt,10 January 2015,09:47
15,KSC,SpaceX CRS-13,"5,800 kg",GTO,,"Success
",,Success,11 February 2015,23:03
16,KSC,Iridium NEXT,"7,060 kg",GTO,,"Success
",,Success,2 March 2015,03:50
17,KSC,Zuma,"3,000 kg",SSO,,"Success
",,Success,14 April 2015,20:10
18,KSC,GovSat-1,"5,300 kg",GTO,,"Success
",,Success,27 April 2015,23:03
19,KSC,Paz,"~4,000 kg",SSO,,"Success
",,Success,28 June 2015,14:21
20,KSC,Hispasat 30W-6,"2,500 kg",LEO,,"Success
",,Success,22 December 2015,01:29
21,KSC,Iridium NEXT,"4,400 kg",MEO,,"Success
",,Success,17 January 2016,18:42
22,VAFB,SpaceX CRS-14,"9,600 kg",Polar,,"Success
",,No attempt,4 March 2016,23:35
23,KSC,Transiting Exoplanet Survey Satellite,"4,850 kg",GTO,,"Success
",,Success,8 April 2016,20:43
24,KSC,Bangabandhu-1,"12,055 kg",LEO,,"Success
",,Success,6 May 2016,05:21
25,VAFB,Iridium NEXT,"2,495 kg",LEO,,"Success
",,Success,27 May 2016,21:39
26,KSC,SES-12,"13,620 kg",LEO,,"Success
",,Success,15 June 2016,14:29
27,VAFB,SpaceX CRS-15,"4,200 kg",SSO,,"Success
",,"No attempt
",18 July 2016,04:45
28,KSC,Telstar 19V,"2,268 kg",LEO,,"Success
",,Success,14 August 2016,05:26
29,KSC,Iridium NEXT,"6,500 kg",GTO,,"Success
",,Failure,14 January 2017,17:54
30,Cape Canaveral,Merah Putih,"15,600 kg",LEO,,"Success
",,Success,19 February 2017,14:39
31,VAFB,Telstar 18V,"2,617 kg",LEO,,"Success
",,Failure,16 March 2017,06:00
32,CCAFS,SAOCOM 1A,"6,956 kg",GTO,,"Success
",,Success,30 March 2017,22:27
33,CCAFS,Es'hail 2,"15,600 kg",LEO,,"Success
",,Success,1 May 2017,11:15
34,VAFB,SSO-A,"12,050 kg",Sub-orbital,,"Success
",,Success,15 May 2017,23:21
35,CCAFS,SpaceX CRS-16,"15,600 kg",LEO,,"Success
",,Success,3 June 2017,21:07
36,VAFB,GPS III,"15,600 kg",LEO,,"Success
",,Success,23 June 2017,19:10
37,CCAFS,Iridium NEXT,"1,977 kg",LEO,,"Success
",,Success,25 June 2017,20:25
38,CCAFS,Nusantara Satu,"15,600 kg",LEO,,"Success
",,Success,5 July 2017,23:38
39,KSC,Crew Dragon Demo-1,"15,600 kg",LEO,,"Success
",,Success,14 August 2017,16:31
40,VAFB,SpaceX CRS-17,"12,530 kg",LEO,,"Success
",,Success,24 August 2017,18:51
41,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,7 September 2017,14:00
42,CCAFS,RADARSAT Constellation,"15,410 kg",LEO,,"Success
",,Success,9 October 2017,12:37
43,CCAFS,SpaceX CRS-18,"4,311 kg",MEO,,"Success
",,Success,11 October 2017,22:53:00
44,VAFB,AMOS-17,"5,000–6,000 kg",GTO,,"Success
",,Success,30 October 2017,19:34
45,CCAFS,Starlink,"14,932 kg",LEO,,"Success
",,Success,15 December 2017,15:36
46,CCAFS,SpaceX CRS-19,"~15,440 kg",LEO,,"Success
",,Success,23 December 2017,01:27
47,VAFB,JCSat-18,"3,130 kg",SSO,,"Success
",,Success,8 January 2018,01:00
48,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,31 January 2018,21:25
49,VAFB,Crew Dragon in-flight abort test,"15,600 kg",LEO,,"Success
",,Success,22 February 2018,14:17
50,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,6 March 2018,05:33
51,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,30 March 2018,14:14
52,VAFB,SpaceX CRS-20,"4,311 kg",MEO,,"Success
",,Success,2 April 2018,20:30
53,CCAFS,Starlink,"~12,500 kg",LEO,,"Success
",,Success,18 April 2018,22:51
54,KSC,Starlink,"1,192 kg",LEO,,"Success
",,Success,11 May 2018,20:14
55,CCAFS,Crew Dragon Demo-2,"15,600 kg",LEO,,"Success
",,Success,22 May 2018,19:47
56,CCAFS,Starlink,"2,972 kg",LEO,,"Success
",,Failure,4 June 2018,04:45
57,VAFB,Starlink,"7,000 kg",GTO,,"Success
",,Success,29 June 2018,09:42
58,CCAFS,GPS III,C,LEO,,"Success
",,Success,22 July 2018,05:50
59,CCAFS,ANASIS-II,"3,500 kg",GTO,,"Success
",,Success,25 July 2018,11:39
60,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,7 August 2018,05:18
61,CCAFS,Starlink,"~5,000 kg",SSO,,"Success
",,Success,10 September 2018,04:45
62,CCAFS,SAOCOM 1B,"15,600 kg",LEO,,"Success
",,Success,8 October 2018,02:22
63,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,15 November 2018,20:46
64,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Success,3 December 2018,18:34:05
65,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,5 December 2018,18:16
66,CCAFS,Starlink,"15,600 kg",LEO,,"Success
",,Success,23 December 2018,13:51
67,CCAFS,GPS III,"15,600 kg",LEO,,"Success
",,Success,11 January 2019,15:31
68,KSC,Crew-1,"15,600 kg",LEO,,"Success
",,Success,22 February 2019,01:45
69,KSC,Sentinel-6 Michael Freilich (Jason-CS A),"~13,000 kg",LEO,,"Success
",,Success,2 March 2019,07:49
70,KSC,Starlink,"15,600 kg",LEO,,"Success
",,Failure,4 May 2019,06:48
71,CCAFS,SpaceX CRS-21,"15,600 kg",LEO,,Success,,Failure,24 May 2019,02:30
72,CCAFS,SXM-7,"15,600 kg",LEO,,Success,,"No attempt
",12 June 2019,14:17
73,CCAFS,NROL-108,"~14,000 kg",LEO,,"Success
",,No attempt,25 July 2019,22:01
74,CCAFS,Türksat 5A,"15,600 kg",LEO,,"Success
",,"No attempt
",6 August 2019,23:23
75,KSC,Starlink,"3,328 kg",LEO,,Success,,Uncontrolled,11 November 2019,14:56
76,CCAFS,Transporter-1,"7,000 kg",GTO,,Success,,No attempt,5 December 2019,17:29
77,CCAFS,Dragon Spacecraft Qualification Unit,0,LEO,,Success,,No attempt,17 December 2019,00:10
78,KSC,Dragon,0,LEO,,"Success
",,Controlled,7 January 2020,02:19:21
79,KSC,Dragon,525 kg,LEO,,Success,,Controlled,19 January 2020,15:30
80,KSC,SpaceX CRS-1,"4,700 kg",LEO,,Success,,No attempt,29 January 2020,14:07
81,CCAFS,SpaceX CRS-2,"4,877 kg",LEO,,Success,,"No attempt
",17 February 2020,15:05
82,CCAFS,CASSIOPE,500 kg,Polar orbit,,Success,,Uncontrolled,7 March 2020,04:50
83,KSC,SES-8,"3,170 kg",GTO,,Success,,Failure ,18 March 2020,12:16
84,VAFB,Thaicom 6,"3,325 kg",GTO,,"Success
",,Controlled,22 April 2020,19:30
85,CCAFS,SpaceX CRS-3,"2,296 kg",LEO,,"Success
",,No attempt,30 May 2020,19:22
86,KSC,Orbcomm-OG2,"1,316 kg",LEO,,"Success
",,Failure,4 June 2020,01:25
87,CCSFS,AsiaSat 8,"4,535 kg",GTO,,"Success
",,No attempt,13 June 2020,09:21
88,KSC,AsiaSat 6,"4,428 kg",GTO,,Failure,,Precluded,30 June 2020,20:10:46
89,CCSFS,SpaceX CRS-4,"2,216 kg",LEO,,"Success
",,Success,20 July 2020,21:30
90,KSC,SpaceX CRS-5,"2,395 kg",LEO,,"Success
",,Failure,7 August 2020,05:12
91,CCSFS,DSCOVR,570 kg,HEO,,"Success
",,Failure,18 August 2020,14:31
92,CCAFS,ABS-3A,"4,159 kg",GTO,,Success,,Success,30 August 2020,23:18
93,CCAFS,SpaceX CRS-6,"1,898 kg",LEO,,"Success
",,Success,3 September 2020,12:46:14
94,CCAFS,TürkmenÄlem 52°E / MonacoSAT,"4,707 kg",GTO,,"Success
",,Success,6 October 2020,11:29:34
95,CCAFS,SpaceX CRS-7,"1,952 kg",LEO,,"Success
",,Failure,18 October 2020,12:25:57
96,CCAFS,Orbcomm-OG2,"2,034 kg",LEO,,"Success
",,Success,24 October 2020,15:31:34
97,VAFB,Jason-3,553 kg,LEO,,"Success
",,Success,5 November 2020,23:24:23
98,CCAFS,SES-9,"5,271 kg",GTO,,"Success
",,Success,16 November 2020,00:27
99,CCAFS,SpaceX CRS-8,"3,136 kg",LEO,,"Success
",,Success,21 November 2020,17:17:08
100,Cape Canaveral,JCSAT-14,"4,696 kg",GTO,,"Success
",,No attempt,25 November 2020,02:13
101,Cape Canaveral,Thaicom 8,"3,100 kg",GTO,,Success,,Success,6 December 2020,16:17:08
102,Cape Canaveral,ABS-2A,"3,600 kg",GTO,,"Success
",,Success,13 December 2020,17:30:00
103,Cape Canaveral,SpaceX CRS-9,"2,257 kg",LEO,,"Success
",,No attempt,19 December 2020,14:00:00
104,Cape Canaveral,JCSAT-16,"4,600 kg",GTO,,"Success
",,Success,8 January 2021,02:15
105,Cape Canaveral,Iridium NEXT,"9,600 kg",Polar,,"Success
",,Success,20 January 2021,13:02
106,Cape Canaveral,SpaceX CRS-10,"2,490 kg",LEO,,"Success
",,Success,24 January 2021,15:00
107,Cape Canaveral,EchoStar 23,"5,600 kg",GTO,,"Success
",,No attempt,4 February 2021,06:19
108,Cape Canaveral,SES-10,"5,300 kg",GTO,,"Success
",,Success,16 February 2021,03:59:37
109,Cape Canaveral,NROL-76,C,LEO,,"Success
",,Success,4 March 2021,08:24
110,Cape Canaveral,Inmarsat-5 F4,"6,070 kg",GTO,,"Success
",,Success,11 March 2021,08:13:29
111,Cape Canaveral,SpaceX CRS-11,"2,708 kg",LEO,,"Success
",,Success,14 March 2021,10:01
112,VAFB,BulgariaSat-1,"3,669 kg",GTO,,"Success
",,Success,24 March 2021,08:28
113,Cape Canaveral,Iridium NEXT,"9,600 kg",LEO,,"Success
",,Success,7 April 2021,16:34
114,Cape Canaveral,Intelsat 35e,"6,761 kg",GTO,,"Success
",,Success,23 April 2021,9:49
115,Cape Canaveral,SpaceX CRS-12,"3,310 kg",LEO,,Success,,Controlled,29 April 2021,03:44
116,Cape Canaveral,Formosat-5,475 kg,SSO,,Success,,Success,4 May 2021,19:01
117,Cape Canaveral,Boeing X-37B,"4,990 kg",LEO,,Success,,Controlled,9 May 2021,06:42
118,Cape Canaveral,Iridium NEXT,"9,600 kg",Polar,,Success,,No attempt,15 May 2021,22:56
119,Cape Canaveral,SES-11,"5,200 kg",GTO,,Success,,No attempt,26 May 2021,18:59
120,VAFB,Koreasat 5A,"3,500 kg",GTO,,Success,,No attempt,3 June 2021,17:29
